id,question_id,selected_option,reason_text
460,151,B,真的爱我的人不会每年都忘。
461,152,A,我最会逃避，日程排满以后，就没空承认自己还在难过。
462,152,A,我分手第二天就报了健身课。
463,152,A,我不想陷在情绪里，越躺越难过。
464,152,A,我怕闲下来想他，所以急着换圈子、换生活、换掉旧习惯。
465,152,A,等时间太慢，我塞满日程逼自己快点死心。
466,152,B,我装不了洒脱，心还在疼时，强行热闹只会让我更空。
467,152,B,我需要先哭完，才能重新开始。
468,152,B,逼自己马上好起来，只会更累。
469,152,B,我会给自己一段什么都不做的日子。
470,152,B,我恢复得慢，也不催自己，走稳一点才不会又陷回去。
471,154,A,我好奇心太重，忍不住。
472,154,A,我想知道他以前喜欢什么样的人。
473,154,A,看过之后才知道自己是不是替代品。
474,154,A,我不会天天看，但偶尔会搜一下。
475,154,A,看了会难受一阵，但不看我会一直猜。
476,154,B,一看就堵，索性不看，眼不见心不烦。
477,154,B,我不查过去，是因为一旦开始比较，我就很难停下来。
478,154,B,我愿意赌一次信任，连他的过去都要查，恋爱也太累了。
479,154,B,我控制住自己不去搜，搜了一次就会有第二次。
480,154,B,看了她的照片，我会忍不住比较。
481,155,A,他不在旁边，我吃药都觉得不踏实。
482,155,A,我依赖感很强，生病时他在旁边，比吃什么药都让我安心。
483,155,A,我不需要做什么，就在旁边坐着也行。
484,155,A,他一个人躺着我会很心疼。
485,155,A,我生病的时候也希望有人陪。
486,155,B,我更想帮他买药、煮粥、请假。
487,155,B,陪着他什么都不做，我觉得很没用。
488,155,B,我闲不住，看他难受却只坐着陪，我会觉得自己很没用。
489,155,B,我会查医院、挂号、拿药，一样不落。
490,155,B,行动比陪伴更能让我安心。
491,157,A,我心软，他真的开口求我时，过去那些气就散了一半。
492,157,A,他开口了，我狠不下心拒绝。
493,157,A,帮完这次，我心里也能彻底放下了。
494,157,A,不帮倒像我还记恨，这口气我咽不下。
495,157,A,我容易给自己找借口，帮一次忙，就当替过去收个尾。
496,157,B,我记仇，分手那天有多难看，现在就有多不想再管他。
497,157,B,我怕帮了一次，他以后事事找我。
498,157,B,我现在有自己的生活，不想被拉回过去。
499,157,B,他以前伤我太深，我没义务帮他。
500,157,B,帮他现任会不高兴，我这回学会护碗了。
501,19,A,不恨就不演，见面点头比拉黑轻松。
502,19,A,分手五年还能一起吃饭，我对旧情懒得撕破脸。
503,19,A,共同朋友太多，老死不相往来反而让大家都尴尬。
504,19,A,能做朋友，才说明我真的放下了。
505,19,A,他帮我找活我帮他看房，这交情比恋爱经用。
506,19,A,朋友模式比恋爱省心，我还挺上瘾。
507,19,A,和平分的干嘛装仇人，我演不来那种决绝。
508,19,A,互相使唤惯了，突然变路人我下不去手。
509,19,A,撕破脸太累，微信躺着当空气就行。
510,19,A,他帮我找过工作，我帮他看过房，交情舍不得断。
511,19,B,他一条动态够我演八集，做朋友这戏我演砸了。
512,19,B,做朋友就是留念想，对下一任我不干。
513,19,B,试过做朋友，他一条朋友圈就能让我失眠。
514,19,B,前任加我三次都没通过，怕的是自己一通过就回头。
515,19,B,就像把冰淇淋放回冰箱，恋人退回到朋友。
516,19,B,朋友滤镜一摘，我连他点赞都能多想三天。
517,19,B,恋人退回朋友，像冰淇淋回炉，不是那个味。
518,19,B,真心喜欢过的，我甘心不了只做朋友。
519,19,B,前任加三次我全滑掉，怕的是手比心诚实。
520,19,B,退回普通关系像降职，我做不到体面。
521,20,A,每次都是我先开口，不是理亏，是冷战我真扛不住。
522,20,A,我爸妈为互不低头吵了一辈子，我发誓不当那种人。
523,20,A,我先和好不是认怂，是这段关系比面子重要。
524,20,A,吵完我在沙发僵一小时，最后还是心软去抱他。
525,20,A,冷战超一天我就焦虑，面子不要也要把话说开。
526,20,A,爸妈互不低头吵了一辈子，我拿当反面教材。
527,20,A,我可以先开口，输的是面子赢的是觉。
528,20,A,我可以先低头，面子算什么，关系更金贵。
529,20,A,气性短是我的病，僵久了自己先化。
530,20,A,其实冷战超过一天我会焦虑，宁可丢点。
531,20,B,我可以先低头，面子算什么，关系更金贵。
532,20,B,嘴上一快就后悔，我得先把自己摁静音。
533,20,B,前任每次等我道歉，分开后才看清多憋屈。
534,20,B,前任每次都等我先道歉，分开后才看清有多憋屈。
535,20,B,每次都是我低头，这回我偏要冷着脸等。
536,20,B,老是我先服软，这回我偏要冷着脸等。
537,20,B,话堵在嗓子眼，我需要隔夜再开口。
538,20,B,冷战我耗不起，先开口不是怂是求生。
539,20,B,总是我先迈步他当理所当然，这次我不。
540,20,B,吵完我像关机，电源键在他那边。
541,21,A,我就吃热闹这套，人少了我反而尴尬。
542,21,A,人多话题多，不会出现两个人突然没话说的尴尬。
543,21,A,我朋友圈全是能嗨的，约闷葫芦我能闷出内伤。
544,21,A,我嘴馋又纠结，人多才能点一桌乱沾。
545,21,A,我就是爱张罗，看大家埋头干饭我最得意。
546,21,A,饭桌越吵我越活，安静局我先社死。
547,21,A,这判断我自己买单，谁劝都白搭。
548,21,A,约饭就要能抬杠的，闷葫芦我敬而远之。
549,21,A,一个人点不全，人一多我才敢乱点乱沾。
550,21,A,组织聚会是我的瘾，看见人齐我比寿星还嗨。
551,21,B,我懒得演合群，人多了全是场面话。
552,21,B,社恐犯了就只想找一个熟人，路边摊聊到半夜。
553,21,B,人一多我自动当气氛组，菜都顾不上夹。
554,21,B,有些狼狈话，第三者一进门我就闭嘴。
555,21,B,热闹对我是噪音，我宁可跟一个人聊穿。
556,21,B,大桌局我只会尬笑，真心话一句都说不出。
557,21,B,我只敢和一个懂我的人挤小馆，人多我就退缩。
558,21,B,我一上桌就变主持人，吃到一半人累菜凉。
559,21,B,掏心窝子的事，多一个人我立刻上锁。
560,21,B,饭局吵得像菜市场，我只想戴降噪耳机。
561,24,A,分手当天全删，不然我会把自己刷进土里。
562,24,A,留着就是给自己留后路，我得删干净逼自己。
563,24,A,看他官宣那晚，我把心门焊死了。
564,24,A,看他官宣那次，我决定再也不给自己留缝。
565,24,A,删的时候手抖，删完像卸了口气。
566,24,A,联系方式是药，不删我会按时按量嗑。
567,24,A,留缝就会钻，我得删到自己没退路。
568,24,A,新对象动态一出，我对自己下了封口令。
569,24,A,分手后做朋友？看见名字心跳就乱。
570,24,A,手指发麻点确认，松手那瞬才活过来。
571,24,B,都是成年人，分手了也没必要搞得像仇人。
572,24,B,留着不是想复合，是那段日子也算我活过。
573,24,B,仇人那套太费劲，微信当空气得了。
574,24,B,抬头不见低头见，我装不了那种决绝。
575,24,B,留着不是念旧，是承认那也是我的履历。
576,24,B,手机里还躺着前任，一年也懒得点开。
577,24,B,这判断我自己买单，谁劝都白搭。
578,24,B,聊天置顶关了当没这人，比删除更解气。
579,24,B,同事圈叠着，硬删见面更尬，我认怂。
580,24,B,那段日子也算我活过，不必格式化。
581,25,A,一年见几次，我宁可被催婚，也不想屋里冷清。
582,25,A,我就吃过年那口热闹，麻将一响人就活了。
583,25,A,平时各忙各的，过年不聚我心里空得慌。
584,25,A,被催婚我也忍，老人一笑这点委屈我认了。
585,25,A,我就是过年社牛，屋里太安静反而不踏实。
586,25,A,屋里太静我会慌，催婚当背景音我也认。
587,25,A,过年不吵不闹，我心里像欠了谁一场。
588,25,A,就这一年一回，缺席我会后悔到正月十五。
589,25,A,被问对象我翻白眼，但老人开心我还是坐下。
590,25,A,我喜欢过年那种人来人往的气氛，舒服比场面好看重要。
591,25,B,过年就是换地方躺尸，走亲戚累死我了。
592,25,B,亲戚连珠炮一开，我只想缩回被窝装死。
593,25,B,回父母家只充电，不想见一堆七大姑。
594,25,B,我宁可在家刷剧吃零食，社交能躲就躲。
595,25,B,上班已经社死，过年我只想彻底隐身。
596,25,B,回家只想葛优瘫，亲戚局能鸽一个是一个。
597,25,B,七大姑八大姨我招架不住，自己待着清净。
598,25,B,爸妈家是充电站，外人一多电就漏光。
599,25,B,零食加剧是我的年味，串门算加班。
600,25,B,年假是我的隐身术冷却期，谁都别来挖我。
601,61,A,放不下就动手：删照片、拔联系、搬家，一次拆干净。
602,61,A,这判断我自己买单，谁劝都白搭。
603,61,A,想他一分钟，我就当自己亏一分钟。
604,61,A,我列了他的缺点清单，想他就翻一遍醒神。
605,61,A,继续想他就是浪费人生，我逼自己记账。
606,61,A,我知道不漂亮，可我认这性子。
607,61,A,我用搬家切断回忆，比发誓放下有用。
608,61,A,丑话说前头：我就这样选。
609,61,A,其实分手三个月我天天健身，把自己累。
610,61,A,逼自己社交像复健，丑但有效。
611,61,B,我用了两年才走出来，急不来。
612,61,B,哭是疗程，我不打断自己完完整整难受。
613,61,B,越赶越缠，我不跟情绪打卡较劲。
614,61,B,两年才爬出来，谁催我跟谁急。
615,61,B,不必格式化过去，带着走也没关系。
616,61,B,我会保留回忆然后继续生活，不必忘记。
617,61,B,这判断我自己买单，谁劝都白搭。
618,61,B,越赶越缠，我学会不跟情绪较劲。
619,61,B,眼泪放完再站起来，急着坚强最容易碎。
620,61,B,回忆我装箱不销毁，人往前走就行。
621,67,A,单方面使劲我受够了，谁爱我少我就撤。
622,67,A,这判断我自己买单，谁劝都白搭。
623,67,A,我知道不漂亮，可我认这性子。
624,67,A,被惦记比心动更上瘾，我承认我贪。
625,67,A,感情是可以培养的，但前提是对方足够珍惜我。
626,67,A,被就爱的感觉太珍贵了，我不想再追着一个不爱我的人跑。
627,67,A,经验写脸上了，我不再装大度。
628,67,A,心软有限度，这回我先护自己。
629,67,A,有人把我的细节当回事，这种甜我吃定了。
630,67,A,丑话说前头：我就这样选。
631,67,B,这判断我自己买单，谁劝都白搭。
632,67,B,我知道不漂亮，可我认这性子。
633,67,B,没有心动，日子再稳我也觉得空。
634,67,B,丑话说前头：我就这样选。
635,67,B,爱情这事，心动是我的底线。
636,67,B,不心动还绑着人家，那是我在浪费他。
637,67,B,经验写脸上了，我不再装大度。
638,67,B,光合适不心跳，过久了像住进冰库。
639,67,B,爱过就值，结局烂我也不撤回喜欢。
640,67,B,心动都没有，别跟我谈以后。
641,71,A,游戏里加的现任，把我的安全感打穿了。
642,71,A,前任滤镜太厚，纯友谊我默认打折。
643,71,A,这判断我自己买单，谁劝都白搭。
644,71,A,我知道不漂亮，可我认这性子。
645,71,A,纯友谊三个字，在我这信用破产。
646,71,A,"前任剧本重演过一次，再听""只是朋友""我起鸡皮疙瘩。"
647,71,A,身份敏感不是矫情，是现实教训。
648,71,A,信他可以，信人性我没那么天真。
649,71,A,联系可以，藏着掖着是把我当外人。
650,71,A,丑话说前头：我就这样选。
651,71,B,这判断我自己买单，谁劝都白搭。
652,71,B,照片是履历不是罪证，我拒绝格式化。
653,71,B,我不怕他有过去，怕的是过去没关严。
654,71,B,围巾就围巾，我懒得为旧物吃醋显小气。
655,71,B,前任爱怎样怎样，位置被占我立刻炸。
656,71,B,丑话说前头：我就这样选。
657,71,B,其实前任也是他人生的一部分，我不能。
658,71,B,我知道不漂亮，可我认这性子。
659,71,B,旧物能保暖就行，吃醋显得我心虚。
660,71,B,骂前任越凶，我越怀疑他还陷在里面。
661,73,A,这判断我自己买单，谁劝都白搭。
662,73,A,我知道不漂亮，可我认这性子。
663,73,A,丑话说前头：我就这样选。
664,73,A,那段恋爱把我拧成别人，再也不想削足适履。
665,73,A,仰着脖子谈恋爱，把自己谈没了，我退。
666,73,A,经验写脸上了，我不再装大度。
667,73,A,其实他身边的人都太优秀了，我跟他在。
668,73,A,处处小心翼翼的爱，像跪着谈恋爱。
669,73,A,心软有限度，这回我先护自己。
670,73,A,配不上的感觉像慢性自杀，我先把自己捞回来。
671,73,B,这判断我自己买单，谁劝都白搭。
672,73,B,差距是功课不是判决，我先卷自己。
673,73,B,经验写脸上了，我不再装大度。
674,73,B,他比我优秀一大截，但我信他选我有我的好。
675,73,B,爱情不是条件对比，是两个人愿不愿意一起往前走。
676,73,B,喜欢就在一起，想那么多干嘛，感情里我确实不够理智。
677,73,B,我知道不漂亮，可我认这性子。
678,73,B,对方没嫌弃，是我自己先把自己看扁。
679,73,B,心软有限度，这回我先护自己。
680,73,B,丑话说前头：我就这样选。
681,75,A,照片一出旧电影，我选择按删除键。
682,75,A,下一任不该和旧合照抢内存。
683,75,A,照片删光那天，像把自己手术了一遍。
684,75,A,留着会半夜点开，我对自己下禁令。
685,75,A,相册一干净，呼吸都顺一点。
686,75,A,翻篇需要动作，删除是我的手势。
687,75,A,我需要一个动作告诉自己：结束了。
688,75,A,边哭边清空相册，仪式感是给我自己看的。
689,75,A,沉溺成本太高，我选择格式化。
690,75,A,手抖也要删，软了就会翻来覆去。
691,75,B,照片是履历不是罪证，我拒绝格式化。
692,75,B,云盘当阁楼，偶遇不打扰就好。
693,75,B,这判断我自己买单，谁劝都白搭。
694,75,B,我知道不漂亮，可我认这性子。
695,75,B,以后当笑话看也行，现在先躺着。
696,75,B,不必因分手否认自己活过。
697,75,B,丑话说前头：我就这样选。
698,75,B,其实那都是真实的回忆，删了好像那段。
699,75,B,经验写脸上了，我不再装大度。
700,75,B,照片留给岁月，不是留给复合。
701,76,A,不恨就不装仇人，和平分的凭什么不能做朋友。
702,76,A,处了那么久，转眼路人我心里发毛，舍不得。
703,76,A,能当朋友我才信放下了，不然全是装大度。
704,76,A,他在我这降级成老熟人，见面点头就够。
705,76,A,他帮我找过工作，我帮他看过房，这交情我舍不得断。
706,76,A,撕破脸太累，我不恨他，懒得演决绝。
707,76,A,多年感情说断就断，我下不去这个手。
708,76,A,朋友结局听着体面，其实是我给自己留的台阶。
709,76,A,现在的他像个熟悉的陌生人，刚刚好。
710,76,A,修电脑带饭这种使唤，比恋爱轻省，我上瘾。
711,76,B,我试过做朋友，他一条朋友圈就能让我失眠。
712,76,B,真心爱过的，退回朋友位我做不到。
713,76,B,留着当朋友就是留念想，对现任我不干。
714,76,B,前任加我三次都没通过，怕自己一通过就回头。
715,76,B,恋人退回朋友，像冰淇淋放回冰箱，再也不是那个味。
716,76,B,做朋友？他一发动态我脑子就自动开演，算了。
717,76,B,爱过的人没法降级，朋友这帽我戴不稳。
718,76,B,所谓继续做朋友，不过是给自己留条复合缝。
719,76,B,微信申请弹三次，我手心出汗，最后还是滑掉。
720,76,B,味道变了就别硬吃，恋人做不成清淡朋友。
721,80,A,哪里错了我想掰开揉碎，睡不着就复盘。
722,80,A,这判断我自己买单，谁劝都白搭。
723,80,A,经验写脸上了，我不再装大度。
724,80,A,心软有限度，这回我先护自己。
725,80,A,习惯先把眼前的事处理好，不审视自己，下一段关系可能还是同样的结局。
726,80,A,错在哪我想掰开揉碎，不然心里不踏实。
727,80,A,分手后我爱开庭审自己，停不下来。
728,80,A,我知道不漂亮，可我认这性子。
729,80,A,丑话说前头：我就这样选。
730,80,A,不复盘我会慌，怕原样复制下一段悲剧。
731,80,B,想多了全是自扇耳光，我选择装傻往前走。
732,80,B,掰开揉碎还是那句，缘分尽了别硬找理由。
733,80,B,不去想不是洒脱，是我怕一想就沉底。
734,80,B,越想越像给自己判刑，我选择直接逃狱。
735,80,B,我不搞对错批斗会，疼够了就关门走人。
736,80,B,越复盘越像舔伤口，我直接把卷子撕了。
737,80,B,分析来分析去，其实我们根本不是一路人。
738,80,B,刻意不复盘，像捂着伤口不揭纱布。
739,80,B,自责这杯酒我喝够了，下一秒只往前看。
740,80,B,非要分出谁对谁错，分手会变成第二次伤害。
741,81,A,家里反对成功学我听多了，偏要用自己试一次。
742,81,A,日子是我过的，父母再急也替不了我心动。
743,81,A,听家里话砍过一段，再也不当乖小孩。
744,81,A,条件再漂亮也是纸，我认人不认价签。
745,81,A,继续谈，先造成事实，再让他们慢慢认栽。
746,81,A,反对声越大我越轴，恋爱这事我说了算。
747,81,A,对象这题我自己答，参考答案看看就行。
748,81,A,上一次听话分手，把我乖成了怨种。
749,81,A,表格上的优秀我无感，对眼比门当户对管用。
750,81,A,先把人谈牢，家里的气消不消以后再说。
751,81,B,父母认真反对时我会动摇，我爸妈不会害我，他们看人的角度比我冷静。
752,81,B,这判断我自己买单，谁劝都白搭。
753,81,B,没家人撑腰我心里发虚，再爱也走不稳。
754,81,B,我知道不漂亮，可我认这性子。
755,81,B,丑话说前头：我就这样选。
756,81,B,爸妈不会害我，他们看人的角度比我冷静，我不想为了爱情和家里闹翻。
757,81,B,我偏谈过一段父母强烈反对的感情，后来证明他们是对的，我没法完全不管家里的感。
758,81,B,夹在爱情和家里中间，想想就喘不过气。
759,81,B,别的我顶嘴，人品这词一出来我就怂。
760,81,B,父母多活了二三十年，对性格和家境的判断比我准。
761,84,A,在亲戚面前特别爱面子，每次被问有没有对象我都想钻进地里，太尴尬了，我认。
762,84,A,我在家人面前总有点别扭，我妈一年问三百遍，比闹钟还准时。
763,84,A,对象话题一开我头皮发麻，宁愿报税。
764,84,A,说到底我在家人面前总有点别扭，亲戚们那种'关心'的眼神我根本招架不住。
765,84,A,一回家就会自动防备，有没有对象关他们什么事，但当面又不好意思。
766,84,A,对象问题一抛过来，我想当场遁地。
767,84,A,我就是妈一年问三百遍，比闹钟还准时，我不想把私事交代给全家。
768,84,A,宁愿被问工资，也不想被催婚，我不想把私事交代给全家。
769,84,A,我最怕家里顺着话题追问，亲戚们那种'关心'的眼神我根本招架不住。
770,84,A,但当面又不好意思怼回去，回家以后我只想少说两句，有没有对象关他们什么事。
771,84,B,工资高低都是坑，被借和被瞧不起我都怕。
772,84,B,至少可以敷衍过去，钱一牵扯感情我就警惕，我宁愿被问有没有对象。
773,84,B,我对钱这件事特别有主意，工资多少是我的隐私，被追问真的很不舒服。
774,84,B,我承认自己在钱上很现实，亲戚问工资的时候，我总感觉在被比较。
775,84,B,工资低了是真的丢脸，钱一牵扯感情我就警惕，我没对象还可以说在找。
776,84,B,偏工资这个问题我更不想答，说高。
777,84,B,宁愿被问有没有对象，至少可以敷衍过去，钱的事我从不假装洒脱。
778,84,B,被追问真的很不舒服，吃过亏后我再也不装大方，工资多少是我的隐私。
779,84,B,我在钱上就是这么谨慎，亲戚问工资的时候，我总感觉在被比较。
780,84,B,没对象还可以说在找，工资低了是真的丢脸，吃过亏后我再也不装大方。
781,86,A,钱一牵扯感情我就警惕，如果是急事救命钱，我二话不说就转。
782,86,A,这判断我自己买单，谁劝都白搭。
783,86,A,我怂，这人最怕欠人情账，看关系深浅，也看金额大小，借出去的钱我。
784,86,A,我承认自己在钱上很现实，上次朋友生病住院，我借了他两万，他分期还我。
785,86,A,偏钱一牵扯感情我就警惕，我可以借，但会跟他说清楚什么时候还，不然我心里。
786,86,A,我不想拿钱考验感情，如果是急事救命钱，我二话不说就转。
787,86,A,但会写好借条，亲兄弟还明算账，我宁可小气也不想后悔，我会借。
788,86,A,我知道不漂亮，可我认这性子。
789,86,A,我借了他两万，他分期还我，我宁可小气也不想后悔，上次朋友生病住院。
790,86,A,我能借，但会跟他说清楚什么时候还，不然我心里也不舒服，我在钱上就是这么谨慎。
791,86,B,我吃过亏后对钱特别谨慎，我借过朋友钱，结果友情没了，钱也要不回来。
792,86,B,钱一牵扯感情我就警惕，借钱容易把关系搞得很微妙，能不借就不借。
793,86,B,请客可以，大额借款我门儿清地拒绝。
794,86,B,三千要了三年，友情和钱一起没了，我戒了。
795,86,B,也不借大额，我这人最怕欠人情账，除非人命关天，否则我宁愿送他几百块，我。
796,86,B,借过朋友钱，结果友情没了，钱也要不回来，钱的事我从不假装洒脱。
797,86,B,借钱容易把关系搞得很微妙，能不借就不借，我在钱上就是这么谨慎。
798,86,B,我怂，在钱上就是这么谨慎，我可以请他吃饭、帮他想办法。
799,86,B,我就是试过借出去三千，要了三年才要回来，从此不再借，我在钱上就是这么谨慎。
800,86,B,否则我宁愿送他几百块，也不借大额，我在钱上就是这么谨慎，除非人命关天。
801,89,A,朋友谈了恋爱后，自然而然联系就少了，我不是故意的。
802,89,A,这判断我自己买单，谁劝都白搭。
803,89,A,心软有限度，这回我先护自己。
804,89,A,我知道不漂亮，可我认这性子。
805,89,A,不是疏远，只是大家的生活重心不一样了。
806,89,A,丑话说前头：我就这样选。
807,89,A,经验写脸上了，我不再装大度。
808,89,A,朋友笑我轴，轴就轴吧。
809,89,A,谁恋爱就蒸发谁心虚，我才不识趣让位。
810,89,A,深夜想通一件事：别硬撑体面。
811,89,B,恋爱不是蒸发剂，真淡了别怪我翻旧账。
812,89,B,她结婚了我才不让位，每周视频照打。
813,89,B,感情是感情，友情是友情，不冲突。
814,89,B,这判断我自己买单，谁劝都白搭。
815,89,B,经验写脸上了，我不再装大度。
816,89,B,朋友一恋爱就失踪，那友情本来就薄得像纸。
817,89,B,婚礼戒指挡不住我，约视频我照样催。
818,89,B,我知道不漂亮，可我认这性子。
819,89,B,丑话说前头：我就这样选。
820,89,B,其实如果因为对象就疏远朋友，那这段。
821,90,A,我就是上次失恋的时候，朋友就是帮我一条条分析。
822,90,A,经验写脸上了，我不再装大度。
823,90,A,真正为她好，是帮她看清这段关系里的问题。
824,90,A,心软有限度，这回我先护自己。
825,90,A,她找我不是来听车轱辘话，要方案我给。
826,90,A,我知道不漂亮，可我认这性子。
827,90,A,纯陪伴我手生，给方案我在行。
828,90,A,这判断我自己买单，谁劝都白搭。
829,90,A,丑话说前头：我就这样选。
830,90,A,纯陪伴我手生，梳理利弊我在行。
831,90,B,是失恋那次，有个朋友什么都没说，就坐在我身边递纸巾，我认了。
832,90,B,这判断我自己买单，谁劝都白搭。
833,90,B,她需要的不是解决方案，是有人接住她的情绪。
834,90,B,我知道不漂亮，可我认这性子。
835,90,B,丑话说前头：我就这样选。
836,90,B,心软有限度，这回我先护自己。
837,90,B,经验写脸上了，我不再装大度。
838,90,B,心里会一直惦记，她需要的不是解决方案，是有人接住她的情绪，我嘴上不说。
839,90,B,劝过分的我学乖了，这回只递纸巾。
840,90,B,她不需要答案时，我负责在场。
841,109,A,这判断我自己买单，谁劝都白搭。
842,109,A,朋友笑我轴，轴就轴吧。
843,109,A,深夜想通一件事：别硬撑体面。
844,109,A,我知道不漂亮，可我认这性子。
845,109,A,丑话说前头：我就这样选。
846,109,A,心软有限度，这回我先护自己。
847,109,A,经验写脸上了，我不再装大度。
848,109,A,我遗传了妈的嘴炮，吵起来专往肺管子捅。
849,109,A,差距把我耗成透明人，分手是我终于护自己。
850,109,A,仰着脖子谈恋爱，把自己谈没了，我退。
851,109,B,父母用狠话互相捅，我发誓不把家变成刀场。
852,109,B,出口成恨我怕，所以先咬舌。
853,109,B,这判断我自己买单，谁劝都白搭。
854,109,B,前任就是因为我说了一句狠话彻底心寒的。
855,109,B,吵架是解决问题，不是互相伤害。
856,109,B,我听够了伤人句，再生气也先咬舌。
857,109,B,伤人句我童年听够了，成年我戒断。
858,109,B,气头上闭嘴是我练出来的肌肉记忆。
859,109,B,从那以后我学会了闭嘴，前任就是因为我说了。
860,109,B,我知道不漂亮，可我认这性子。
861,110,A,猜来猜去更耗，我宁愿吵开了说。
862,110,A,这判断我自己买单，谁劝都白搭。
863,110,A,吵完至少知道问题在哪，冷着只会越来越僵。
864,110,A,心软有限度，这回我先护自己。
865,110,A,朋友笑我轴，轴就轴吧。
866,110,A,我知道不漂亮，可我认这性子。
867,110,A,经验写脸上了，我不再装大度。
868,110,A,身体先报警，我选择听身体的。
869,110,A,丑话说前头：我就这样选。
870,110,A,深夜想通一件事：别硬撑体面。
871,110,B,冷战至少不会说出无法挽回的话。
872,110,B,话堵在嗓子眼，我需要隔夜再开口。
873,110,B,吵一架痛快，但事后修补关系更累。
874,110,B,情绪要过夜发酵，我习惯独自闷熟再谈。
875,110,B,气头上闭嘴是我练出来的肌肉记忆。
876,110,B,大吵容易说死话，我宁可先冷着保命。
877,110,B,嘴上一快就后悔，我得先把自己摁静音。
878,110,B,这判断我自己买单，谁劝都白搭。
879,110,B,我知道不漂亮，可我认这性子。
880,110,B,先静音再说话，我怕出口成恨。
881,113,A,等时间太慢，我塞满日程逼自己快点死心。
882,113,A,时间不负责治病，我得自己找事干到没空想。
883,113,A,这判断我自己买单，谁劝都白搭。
884,113,A,认识新的人，有新的故事，才不会一直困在原地。
885,113,A,我相信只要生活继续往前走，伤口会自己结痂。
886,113,A,失恋套餐：旅行搬家换工作，专治旧人余温。
887,113,A,空窗期最容易复发，我拿行程表把自己钉死。
888,113,A,丑话说前头：我就这样选。
889,113,A,我知道不漂亮，可我认这性子。
890,113,A,伤口自己结痂？我不信，我得拿新生活去盖。
891,113,B,这判断我自己买单，谁劝都白搭。
892,113,B,经验写脸上了，我不再装大度。
893,113,B,我知道不漂亮，可我认这性子。
894,113,B,说出来才发现，原来大家都有过差不多的经历。
895,113,B,有人陪着，哪怕只是听，也比一个人熬好很多。
896,113,B,难过的时候必须找人说出来，不然会憋坏，我没自己想的那么洒脱。
897,113,B,心软有限度，这回我先护自己。
898,113,B,差距把我耗成透明人，分手是我终于护自己。
899,113,B,朋友笑我轴，轴就轴吧。
900,113,B,丑话说前头：我就这样选。
901,115,A,我从小就爱观察父母怎么相处，我会不自觉地拿他的家庭跟我家比。
902,115,A,我很怕自己复制父母的关系，我爸妈关系不好，我总觉得他像极了我爸。
903,115,A,我偏从小就爱观察父母怎么相处，原生家庭的影响太隐蔽了，我后来才发现我一直在。
904,115,A,对原生家庭这件事很警觉，我会观察他和他妈怎么说话，那可能就是。
905,115,A,就偏我从小就爱观察父母怎么相处，不是刻意比较，是有些细节太像了，忍不住联系起来。
906,115,A,我怂，怂，偏会不自觉地拿他的家庭跟我家比。
907,115,A,我也就是爸妈关系不好，我总觉得他像极了我爸，这点上我确实特别敏感。
908,115,A,偏原生家庭的影响太隐蔽了，我后来才发现我一直在复制，我总担心旧故事在我们身上重演
909,115,A,会观察他和他妈怎么说话，那可能就是以后的我们，我怕自己又活成父母的样子。
910,115,A,是有些细节太像了，忍不住联系起来，家庭里的细节我很难忽略，不是刻意比较。
911,115,B,他是他，他爸妈是他爸妈，不能混为一谈。
912,115,B,心软有限度，这回我先护自己。
913,115,B,拿伴侣和父母比不公平，每个人都有自己的人生。
914,115,B,我知道不漂亮，可我认这性子。
915,115,B,重要的是他怎么对我，不是他来自什么样的家庭。
916,115,B,这判断我自己买单，谁劝都白搭。
917,115,B,丑话说前头：我就这样选。
918,115,B,朋友笑我轴，轴就轴吧。
919,115,B,爸妈再好，我也拒绝复制粘贴找伴侣。
920,115,B,经验写脸上了，我不再装大度。
921,126,A,第一反应就是赶紧划走，看到前任有了新恋情。
922,126,A,这判断我自己买单，谁劝都白搭。
923,126,A,我知道不漂亮，可我认这性子。
924,126,A,丑话说前头：我就这样选。
925,126,A,我把日程塞满，专治分手后的胡思乱想。
926,126,A,骂前任越凶，我越怀疑他还陷在里面。
927,126,A,其实那种心口突然被攥紧的感觉太熟悉。
928,126,A,一条动态能把我打回原点，我选择划走。
929,126,A,动态我不敢点，一点就前功尽弃。
930,126,A,不去想不是洒脱，是我怕一想就沉底。
931,126,B,这判断我自己买单，谁劝都白搭。
932,126,B,嘴上说算了，心里却惦记，我想知道他过得好不好，是不是比我好。
933,126,B,好奇得要命，看了又后悔。
934,126,B,我明知道会难受还是想看，他发新对象照片那天，我把手机都刷没电了。
935,126,B,说到底我好奇心重得有点丢人，我知道不该看，但手就是不受控制。
936,126,B,我偏忍不住会点进去看，虽然看完会难受，我就是管不住这点好奇心。
937,126,B,我就是想知道他过得好不好，是不是比我好，不弄明白我今晚都睡不着。
938,126,B,我偏好奇得要命，看了又后悔，我总要亲眼看了才死心。
939,126,B,我知道不漂亮，可我认这性子。
940,126,B,我就是知道不该看，但手就是不受控制，不弄明白我今晚都睡不着。
941,127,A,隔着屏幕我分不清真心，得当面听他嗓音。
942,127,A,毕竟在一起过，有些话当面说比较清楚。
943,127,A,这判断我自己买单，谁劝都白搭。
944,127,A,我知道不漂亮，可我认这性子。
945,127,A,丑话说前头：我就这样选。
946,127,A,见面不是开门，是验货：真心还是嘴嗨。
